query_id,corpus_id,rank
P04385,Q5HPL2,19
P04385,O67332,20
P04385,A8MI61,21
P04385,Q043C5,22
P04385,Q8Y4A6,23
P04385,Q67LA5,24
P04385,Q8ET01,25
P04385,A2RKV6,26
P04385,A0RCX4,27
P04385,A2CAU0,28
P04385,Q8KAW7,29
P04385,P73646,30
P04385,Q5SIH5,31
P04385,A4XI71,32
P04385,Q6AG73,33
P04385,B2A8C9,34
P04385,Q9ADB2,35
P04385,Q891L4,36
P04385,B0RSK6,37
P04385,A5N6I0,38
P04385,B1WP79,39
P04385,B2TPC7,40
P04385,A0R219,41
P04385,Q8R711,42
P04385,A6TKS7,43
P04385,Q02AL5,44
P04385,Q0AXC8,45
P04385,Q6A8B2,46
P04385,Q03Y28,47
P04385,A9BGN7,48
P04385,Q9RRU5,49
P04385,B8FU92,50
P06208,B7GT76,1
P06208,A6VSA9,2
P06208,D8J0Q1,3
P06208,E3PVH7,4
P06208,Q0VLR3,5
P06208,A8FAK7,6
P06208,Q7TVV6,7
P06208,B2FT78,8
P06208,D3HCJ2,9
P06208,A2BRP4,10
P06208,Q7UI51,11
P06208,Q5F8D4,12
P06208,Q1QJV3,13
P06208,C6DEV8,14
P06208,D3EBC1,15
P06208,D5HB86,16
P06208,E1R5X1,17
P06208,A7Z7B8,18
P06208,C4XPA8,19
P06208,P0A9G6,20
P06208,P78031,21
P06208,P46831,22
P06208,A0M7A9,23
P06208,Q0VMD0,24
P06208,Q07637,25
P06208,B0B7Q0,26
P06208,B2GLQ7,27
P06208,P0A6L0,28
P06208,P34038,29
P06208,O50078,30
P06208,Q7UPT7,31
P06208,O51323,32
P06208,A6T962,33
P06208,Q4FQJ9,34
P06208,Q46289,35
P06208,Q44473,36
P06208,Q46078,37
P06208,O05118,38
P06208,Q8K9M3,39
P06208,Q5FLZ2,40
P06208,A1WDW4,41
P06208,A7HG97,42
P06208,A1VBJ4,43
P06208,B4UDZ3,44
P06208,A6TMH9,45
P06208,B0CC69,46
P06208,Q0RFD5,47
P06208,Q255G8,48
P06208,Q1IHA5,49
P06208,B9DKN5,50
P07741,Q31JG9,1
P07741,A1A1K5,2
P07741,Q11TJ3,3
P07741,Q5FSN7,4
P07741,Q5LIY6,5
P07741,A5GSL0,6
P07741,A8GAU8,7
P07741,B5Y8Y0,8
P07741,A8ESP0,9
P07741,Q20Y76,10
P07741,A9GFF3,11
P07741,Q049X1,12
P07741,B2A0H0,13
P07741,Q7UR74,14
P07741,Q1AW34,15
P07741,B7J0M3,16
P07741,A4SX83,17
P07741,Q6MPK7,18
P07741,A5D3H8,19
P07741,P47202,20
P07741,A3PE89,21
P07741,Q7W3L2,22
P07741,Q7VGF2,23
P07741,B3DXQ2,24
P07741,A6LP26,25
P07741,B2S4S6,26
P07741,A5EVW7,27
P07741,O31060,28
P07741,A2C2A5,29
P07741,Q7NBS4,30
P07741,Q6KI92,31
P07741,Q2SRZ3,32
P07741,Q4FLB9,33
P07741,P47518,34
P07741,A1UZL8,35
P07741,A4X5X7,36
P07741,B0RS13,37
P07741,Q4JVE4,38
P07741,B3QC92,39
P07741,Q0RNU1,40
P07741,A9GUD3,41
P07741,O67742,42
P07741,Q8YM41,43
P07741,Q04R73,44
P07741,B8FNN4,45
P07741,P61498,46
P07741,A1SPW6,47
P07741,A2BUQ6,48
P07741,Q7UYX5,49
P07741,A2CCL7,50
P07991,Q7VSA0,1
P07991,Q8EP32,2
P07991,P53001,3
P07991,Q60013,4
P07991,Q9X0Y2,5
P07991,A7ICA9,6
P07991,Q0C348,7
P07991,B2UPR9,8
P07991,Q2GAI1,9
P07991,Q0BVW4,10
P07991,Q28TL1,11
P07991,P60998,12
P07991,A8MEH2,13
P07991,Q4FP52,14
P07991,A7HCR6,15
P07991,Q2RL44,16
P07991,O07131,17
P07991,Q6AQK2,18
P07991,B7GHJ8,19
P07991,Q67KI2,20
P07991,P00509,21
P07991,B3DXN2,22
P07991,P72173,23
P07991,A0AK37,24
P07991,B9DK21,25
P07991,A1A2H6,26
P07991,Q2SBJ7,27
P07991,O69689,28
P07991,A7NFV2,29
P07991,Q7UNC3,30
P07991,Q72PG3,31
P07991,Q1AY33,32
P07991,Q7VIJ3,33
P07991,A1KV06,34
P07991,B2GBR8,35
P07991,Q311Z4,36
P07991,B4U9L1,37
P07991,A5FR29,38
P07991,A3CNT7,39
P07991,A3M2I8,40
P07991,A2SE05,41
P07991,P73807,42
P07991,Q02135,43
P07991,A4TKK4,44
P07991,A6LUF3,45
P07991,B0U3B2,46
P07991,B0K625,47
P07991,O67857,48
P07991,Q7NL03,49
P07991,B5E9W9,50
P13663,P41394,1
P13663,P10539,2
P13663,O31219,3
P13663,O25801,4
P13663,P41404,5
P13663,Q92IJ0,6
P13663,P49420,7
P13663,P41399,8
P13663,P37143,9
P13663,P37144,10
P13663,P19582,11
P13663,P52985,12
P13663,P08499,13
P13663,P56429,14
P13663,P29365,15
P13663,P52986,16
P13663,O33830,17
P13663,Q2S2A5,18
P13663,Q8FSF8,19
P13663,Q4JSX4,20
P13663,Q0SF26,21
P13663,A4XK04,22
P13663,A5VM68,23
P13663,A3CL77,24
P13663,Q5SI68,25
P13663,B1WY30,26
P13663,A0LRF2,27
P13663,A9FDP5,28
P13663,Q1D8Z9,29
P13663,Q7UFS3,30
P13663,Q83FI9,31
P13663,Q47LA6,32
P13663,Q30S94,33
P13663,B0BZF9,34
P13663,Q8D1V0,35
P13663,Q11Y93,36
P13663,Q254T8,37
P13663,Q6AB02,38
P13663,C5CB93,39
P13663,A4J6H8,40
P13663,Q0BKE7,41
P13663,Q897K9,42
P13663,B2V771,43
P13663,A0M6C1,44
P13663,B9KH18,45
P13663,Q9K8F8,46
P13663,B8G817,47
P13663,A5FHB4,48
P13663,B2A1G4,49
P13663,B8G2M3,50
P14148,O67562,1
P14148,Q1ISA4,2
P14148,Q1D757,3
P14148,A7HBN6,4
P14148,A1AVL8,5
P14148,B2S0J9,6
P14148,A5USH1,7
P14148,C5CC45,8
P14148,A9FGF3,9
P14148,C4K7A0,10
P14148,A8GVD2,11
P14148,B3QYE2,12
P14148,A0PM83,13
P14148,A8ZV75,14
P14148,B0RU64,15
P14148,B3PWT9,16
P14148,A9KD13,17
P14148,B0SA29,18
P14148,Q6MJ30,19
P14148,Q2NIX2,20
P14148,Q83G03,21
P14148,A0L5Z1,22
P14148,Q2L263,23
P14148,B1I1L7,24
P14148,A9BG00,25
P14148,Q01WB0,26
P14148,B3EUK5,27
P14148,A5FZU7,28
P14148,Q5WZJ4,29
P14148,Q6AP52,30
P14148,C4XLZ1,31
P14148,Q6NJ84,32
P14148,B2S2F4,33
P14148,A1A087,34
P14148,Q8RIH4,35
P14148,C4ZBT6,36
P14148,Q18CH8,37
P14148,B2A4F7,38
P14148,A8YXM3,39
P14148,A6KYH7,40
P14148,Q9RXY1,41
P14148,B1W3X4,42
P14148,A8GXN6,43
P14148,Q7V9W9,44
P14148,A4QBS4,45
P14148,Q6MQH5,46
P14148,A5CET5,47
P14148,Q4A776,48
P14148,A9BHB6,49
P14148,O67723,50
P15007,Q7VQH3,1
P15007,Q7NAY0,2
P15007,Q2GGS6,3
P15007,Q24YW4,4
P15007,Q88VW2,5
P15007,Q2GD37,6
P15007,B1AIH2,7
P15007,Q8REU0,8
P15007,B1WTI3,9
P15007,Q7UF84,10
P15007,A8L2N0,11
P15007,B8DPP9,12
P15007,B9M305,13
P15007,B9MP50,14
P15007,Q8DL38,15
P15007,B2GLQ7,16
P15007,B9E2A2,17
P15007,B1I4G4,18
P15007,C0QVM0,19
P15007,Q2S4I8,20
P15007,C6C0T2,21
P15007,A4J1M3,22
P15007,A8ZUS9,23
P15007,Q5F8D4,24
P15007,B0TE53,25
P15007,C0QR28,26
P15007,Q97MI6,27
P15007,Q7TVV6,28
P15007,A7HG97,29
P15007,B9DKN5,30
P15007,A0LJA8,31
P15007,Q04RS9,32
P15007,B1GYW9,33
P15007,Q6AK48,34
P15007,B3EPW2,35
P15007,B2RH08,36
P15007,B5YK85,37
P15007,Q3K2Q5,38
P15007,A2C3I4,39
P15007,Q4FQJ9,40
P15007,Q0VLR3,41
P15007,P78031,42
P15007,B8J0C6,43
P15007,B0CC69,44
P15007,A6VSA9,45
P15007,Q5SKN6,46
P15007,Q255G8,47
P15007,B7GT76,48
P15007,A8FAK7,49
P15007,D8J0Q1,50
P15624,B2S1W3,1
P15624,Q0SMZ4,2
P15624,Q83GS8,3
P15624,Q67QF2,4
P15624,Q9RRX5,5
P15624,Q8G5E8,6
P15624,Q4A891,7
P15624,Q4JW05,8
P15624,P47437,9
P15624,Q6KHC8,10
P15624,Q1RIS8,11
P15624,Q7VBX6,12
P15624,Q2NJZ2,13
P15624,Q6A7V6,14
P15624,Q6AGD6,15
P15624,O88054,16
P15624,Q2JHU3,17
P15624,P59505,18
P15624,Q68WW1,19
P15624,P27002,20
P15624,Q6F166,21
P15624,Q46KZ8,22
P15624,Q01SP7,23
P15624,Q7V1J8,24
P15624,Q98QL4,25
P15624,Q7UP77,26
P15624,Q72MG8,27
P15624,Q8EUJ9,28
P15624,Q5PA83,29
P15624,Q5HUR2,30
P15624,Q7V7K5,31
P15624,Q2IJB3,32
P15624,Q2RYT3,33
P15624,Q30Y16,34
P15624,Q6ANC2,35
P15624,O67620,36
P15624,Q7M8Y8,37
P15624,Q5FFS3,38
P15624,Q7NCQ2,39
P15624,Q5L6W7,40
P15624,Q7VR66,41
P15624,Q8EPH5,42
P15624,Q4FNH4,43
P15624,Q4A6A2,44
P15624,Q9WZS9,45
P15624,Q9PQ33,46
P15624,Q3A4N8,47
P15624,Q3Z9I7,48
P15624,Q472N3,49
P15624,P59057,50
P15625,P94282,1
P15625,B2S4L0,2
P15625,B1AJ99,3
P15625,Q7NBB8,4
P15625,Q8EUJ8,5
P15625,P47436,6
P15625,A5VT73,7
P15625,Q83GS9,8
P15625,Q8D3B6,9
P15625,C1A492,10
P15625,Q47N75,11
P15625,P27001,12
P15625,Q3APW3,13
P15625,Q2SSA0,14
P15625,B7GTP9,15
P15625,Q68WW2,16
P15625,Q7UP75,17
P15625,C5CUU6,18
P15625,O84843,19
P15625,A9BFH2,20
P15625,Q4FQ65,21
P15625,B0SBK8,22
P15625,B1VA93,23
P15625,A5US42,24
P15625,A9GN91,25
P15625,Q7VR67,26
P15625,B9E766,27
P15625,Q1D6E0,28
P15625,Q6MDC0,29
P15625,A6L2I3,30
P15625,C4ZBJ4,31
P15625,Q8RHB4,32
P15625,Q319M1,33
P15625,Q6MMJ2,34
P15625,Q7W7C7,35
P15625,Q5PBV2,36
P15625,Q7VK64,37
P15625,Q2SR32,38
P15625,B3PNG9,39
P15625,Q2S1G4,40
P15625,B5Y8D8,41
P15625,B8GX53,42
P15625,Q8EW01,43
P15625,B8ELG9,44
P15625,B4UFJ8,45
P15625,P75107,46
P15625,Q7VR39,47
P15625,A1BHA5,48
P15625,Q4FM02,49
P15625,B3DX68,50
P16163,D0VWQ1,1
P16163,P0A6T5,2
P16163,A6LWG6,3
P16163,Q9RYB4,4
P16163,Q8XZK8,5
P16163,Q0AM02,6
P16163,Q212N0,7
P16163,Q7UJJ7,8
P16163,A5FHM7,9
P16163,Q8KEA8,10
P16163,A8GUB6,11
P16163,Q8RH43,12
P16163,A6SZ52,13
P16163,Q7VFG4,14
P16163,Q38WN0,15
P16163,B5YJV0,16
P16163,B7GT76,17
P16163,Q7TVV6,18
P16163,Q5F8D4,19
P16163,C6DEV8,20
P16163,A2BRP4,21
P16163,E3PVH7,22
P16163,A7Z7B8,23
P16163,D5HB86,24
P16163,D8J0Q1,25
P16163,Q0VLR3,26
P16163,A6VSA9,27
P16163,Q7UI51,28
P16163,B2FT78,29
P16163,A8FAK7,30
P16163,E1R5X1,31
P16163,Q1QJV3,32
P16163,D3EBC1,33
P16163,C4XPA8,34
P16163,D3HCJ2,35
P16163,B1AIM5,36
P16163,P33197,37
P16163,Q2N9C8,38
P16163,B3DQD1,39
P16163,P37143,40
P16163,Q6MSP2,41
P16163,A5FNH3,42
P16163,P10539,43
P16163,O31219,44
P16163,Q8EUD0,45
P16163,P49420,46
P16163,Q7NEG9,47
P16163,Q8EUC1,48
P16163,Q4FLP0,49
P16163,Q92IJ0,50
P25615,A9W4G3,1
P25615,A6Q715,2
P25615,Q02002,3
P25615,B2RJY1,4
P25615,Q8NNP4,5
P25615,Q9AK82,6
P25615,Q7UFS3,7
P25615,Q5F8D4,8
P25615,Q7TVV6,9
P25615,B7GT76,10
P25615,Q8FW50,11
P25615,Q311Z4,12
P25615,A4TKK4,13
P25615,A1A2H6,14
P25615,Q2RL44,15
P25615,B1WY30,16
P25615,Q6AQK2,17
P25615,Q8EFB2,18
P25615,Q1IWN0,19
P25615,B3DXN2,20
P25615,B7GHJ8,21
P25615,Q7VIJ3,22
P25615,P13227,23
P25615,Q0BVW4,24
P25615,Q4FP52,25
P25615,A7ICA9,26
P25615,Q72PG3,27
P25615,O07131,28
P25615,Q8DKE4,29
P25615,P19679,30
P25615,Q9WZ28,31
P25615,A8MEH2,32
P25615,P39574,33
P25615,Q84I52,34
P25615,Q9R7D7,35
P25615,Q2GAI1,36
P25615,A0QHI1,37
P25615,Q02135,38
P25615,B2J384,39
P25615,Q0C348,40
P25615,O67258,41
P25615,Q9KDV4,42
P25615,Q896X8,43
P25615,A5UZX0,44
P25615,B2GLQ7,45
P25615,Q6A8L4,46
P25615,B2GBR8,47
P25615,P60998,48
P25615,Q04R57,49
P25615,Q2LST8,50
P27616,C4Z3J8,1
P27616,B2KCE9,2
P27616,A1K9I4,3
P27616,Q7UJ19,4
P27616,Q72UH8,5
P27616,Q83GX1,6
P27616,Q47KH4,7
P27616,Q5WW20,8
P27616,B6YRK7,9
P27616,Q9KSR6,10
P27616,P73471,11
P27616,Q2NCK7,12
P27616,Q04EU0,13
P27616,B8GCM2,14
P27616,A5IMW3,15
P27616,Q83CA8,16
P27616,Q0I808,17
P27616,B2GF71,18
P27616,A1A0S2,19
P27616,Q8D2M4,20
P27616,Q88U22,21
P27616,A0AJM6,22
P27616,Q895U7,23
P27616,A8EXW3,24
P27616,Q2GHH2,25
P27616,B2UP00,26
P27616,A7I1M0,27
P27616,O67881,28
P27616,Q02002,29
P27616,B2U942,30
P27616,Q1IZU9,31
P27616,B2GGG9,32
P27616,B9L131,33
P27616,Q5PAH7,34
P27616,B5Y8D8,35
P27616,B8E0R9,36
P27616,B2S3N6,37
P27616,B8ELG9,38
P27616,B7KCF5,39
P27616,A5CDU5,40
P27616,B3DX68,41
P27616,A9KFP4,42
P27616,B4UFJ8,43
P27616,A1B4S2,44
P27616,Q7UXX6,45
P27616,B0B8V5,46
P27616,B3PNG9,47
P27616,Q8D265,48
P27616,Q7VR39,49
P27616,A1BHA5,50
P27952,Q4A5D8,1
P27952,Q50301,2
P27952,Q8EUD0,3
P27952,Q7NEG9,4
P27952,B3DQD1,5
P27952,O67563,6
P27952,Q6MSP2,7
P27952,Q9RSL1,8
P27952,Q2N9C8,9
P27952,Q2NIX1,10
P27952,Q0AIH9,11
P27952,Q73PL5,12
P27952,Q2GEC2,13
P27952,A8F4S8,14
P27952,Q5FFR5,15
P27952,A0M581,16
P27952,A5CCJ5,17
P27952,Q9Z7S3,18
P27952,Q8RIH3,19
P27952,Q05FJ9,20
P27952,Q4FLP0,21
P27952,A8ETK4,22
P27952,C1CXD6,23
P27952,Q98Q07,24
P27952,B3CN48,25
P27952,Q5L8D4,26
P27952,A9KD08,27
P27952,P47422,28
P27952,A4QBS4,29
P27952,Q2GEB7,30
P27952,B1AIM5,31
P27952,B1W3X4,32
P27952,Q05FK3,33
P27952,B9KJ54,34
P27952,Q8EUC1,35
P27952,Q4A8I7,36
P27952,Q11QB7,37
P27952,A8GXN6,38
P27952,B3PMP2,39
P27952,Q1ISB7,40
P27952,B2HCT7,41
P27952,P9WHC1,42
P27952,Q4A8H6,43
P27952,Q0RRR5,44
P27952,B0UQW5,45
P27952,Q6ME48,46
P27952,Q7VGD9,47
P27952,A0LRM5,48
P27952,Q6A6N1,49
P27952,A5FZW0,50
P30793,Q212N0,1
P30793,Q7UJJ7,2
P30793,Q9RYB4,3
P30793,Q8KEA8,4
P30793,Q7VFG4,5
P30793,A5FHM7,6
P30793,Q0AM02,7
P30793,P0A6T5,8
P30793,Q8XZK8,9
P30793,A6SZ52,10
P30793,A8GUB6,11
P30793,A6LWG6,12
P30793,Q38WN0,13
P30793,Q8RH43,14
P30793,B5YJV0,15
P30793,D0VWQ1,16
P30793,Q5F8D4,17
P30793,Q7TVV6,18
P30793,C6DEV8,19
P30793,Q2N9C8,20
P30793,A7Z7B8,21
P30793,A2BRP4,22
P30793,Q6MSP2,23
P30793,D5HB86,24
P30793,Q7UI51,25
P30793,B3DQD1,26
P30793,B2FT78,27
P30793,Q1QJV3,28
P30793,E3PVH7,29
P30793,E1R5X1,30
P30793,C4XPA8,31
P30793,Q7NEG9,32
P30793,D3EBC1,33
P30793,Q0VLR3,34
P30793,A8FAK7,35
P30793,D8J0Q1,36
P30793,B7GT76,37
P30793,Q4FLP0,38
P30793,Q8EUD0,39
P30793,A6VSA9,40
P30793,D3HCJ2,41
P30793,B1AIM5,42
P30793,P33197,43
P30793,Q4A8H3,44
P30793,P13227,45
P30793,A4QBS4,46
P30793,Q4A5D8,47
P30793,A8ETK4,48
P30793,B3CN48,49
P30793,Q8EUC1,50
P32347,A0Q8F6,1
P32347,Q1QA45,2
P32347,A0M6C4,3
P32347,Q2JX97,4
P32347,A9KCZ5,5
P32347,A6QAQ4,6
P32347,Q6MB12,7
P32347,A7Z323,8
P32347,A1BCW4,9
P32347,Q01W10,10
P32347,B8G821,11
P32347,A7H9E0,12
P32347,A1ALN0,13
P32347,B4U9S4,14
P32347,Q1D1F0,15
P32347,Q5GTT1,16
P32347,Q8CWI5,17
P32347,Q1QJ95,18
P32347,A8F331,19
P32347,A5CDS4,20
P32347,Q2GCG4,21
P32347,Q2N6J8,22
P32347,Q1GDK6,23
P32347,B5YK82,24
P32347,B8GW41,25
P32347,A5G1D5,26
P32347,Q83FJ0,27
P32347,Q0BWA4,28
P32347,A4X548,29
P32347,B0B8X3,30
P32347,Q6AHF5,31
P32347,Q8G691,32
P32347,Q3B5F2,33
P32347,Q2S1Z2,34
P32347,Q5LBZ2,35
P32347,A8ZZW7,36
P32347,Q4FUL2,37
P32347,A5IBF8,38
P32347,Q7TUC8,39
P32347,A1VGB6,40
P32347,Q7VQZ9,41
P32347,A6TM77,42
P32347,Q31HH3,43
P32347,Q6AMR6,44
P32347,C4Z135,45
P32347,B0SDM7,46
P32347,Q0B002,47
P32347,Q03JC2,48
P32347,Q7URN0,49
P32347,Q4FND0,50
P32969,A6KYI0,1
P32969,B8HMR8,2
P32969,Q1MPQ0,3
P32969,B2S0J6,4
P32969,B0B888,5
P32969,A5USH4,6
P32969,A0LIK5,7
P32969,Q2YEI7,8
P32969,A8EZK1,9
P32969,Q1D760,10
P32969,A7HZM1,11
P32969,A5FRX6,12
P32969,Q7UN05,13
P32969,C1F627,14
P32969,A6LLM8,15
P32969,B1ZND3,16
P32969,Q9ZI38,17
P32969,B3PMN2,18
P32969,A4SCS4,19
P32969,Q2LQC2,20
P32969,Q6YR07,21
P32969,Q9RSL3,22
P32969,Q6MJ27,23
P32969,A1AVL5,24
P32969,A5FZV0,25
P32969,A1VJ30,26
P32969,P47412,27
